This sample contains frequency information for every tenth word (word #131, 141, 151, etc) in the top 60,000 word list from iWeb.
-- The list is lemmatized, meaning that all "inflected" forms are included. For example, "get" (#41) is 
the combined frequency of get, gets, got, gotten, and getting.
-- There is also a "word forms" list, which has each form and its frequency as separate columns.

-------------------------------

More information:

https://www.wordfrequency.info: Word frequency lists (from iWeb, COCA, and more)
https://corpus.byu.edu/iweb/: iWeb corpus (14 billion words, 22 million words, 95,000 selected websites)
http://davies-linguistics.byu.edu/: Mark Davies (creator of the iWeb corpus)

-------------------------------

-- A word may appear multiple times in the list, each for a different part of speech (e.g. "strike" as a noun and as a verb).
-- Some words are parts of multi-word expressions, especially for adverbs ("r"), conjunctions ("c"), and prepositions ("i").
For example, "light" as a preposition (#6592) is part of the phrase "in light of".

* "wordID" corresponds in most cases to the ranking (1-60,000). It can safely be ignored in most cases, although it will provide a 
way to match up this data with the collocates or n-grams data.
* pos = part of speech (the first letter from the PoS codes at http://ucrel.lancs.ac.uk/claws7tags.html)
* "Range" is the percentage of the ~95,000 websites that have the word at least once.
* "Range10" is the percentage of the ~95,000 websites that have the word at least ten times.
* "Caps" is the percentage of forms of the word that are capitalized. This is especially useful for nouns, where 
capitalization is often a marker of proper nouns. (Proper nouns are not included in the list, but there are
many words that "straddle" the line between common and proper nouns, e.g. Rice/rice, Brown/brown, Beach/beach).


rank	wordID	word	PoS	frequency	range	range10	caps
4011	4046	grateful	j	261033	0.23	0.06	0.05
4021	4105	marketplace	n	259716	0.19	0.06	0.2
4031	4093	separately	r	258529	0.27	0.06	0.04
4041	4158	wolf	n	257628	0.13	0.05	0.5
4051	4129	graduation	n	257007	0.16	0.06	0.14
4061	3984	passport	n	256384	0.11	0.04	0.22
4071	4195	pit	n	255261	0.17	0.05	0.17
4081	4160	determination	n	254485	0.19	0.05	0.07
4091	4225	molecule	n	253926	0.08	0.04	0.03
4101	4205	concrete	j	253203	0.18	0.05	0.08
4111	4212	negotiation	n	252415	0.15	0.05	0.07
4121	4229	across	r	251218	0.52	0.06	0.01
4131	4247	supervisor	n	250423	0.16	0.06	0.27
4141	4235	negotiate	v	249405	0.19	0.06	0.04
4151	4245	gem	n	248855	0.17	0.05	0.2
4161	4262	healing	n	247096	0.12	0.05	0.12
4171	4221	Islamic	j	245893	0.07	0.03	0.99
4181	4285	trait	n	244734	0.16	0.05	0.06
4191	4261	chord	n	243708	0.05	0.02	0.1
4201	4294	humanity	n	243024	0.14	0.05	0.14
4211	4302	regime	n	241916	0.11	0.04	0.03
4221	4345	pathway	n	241208	0.15	0.05	0.14
4231	4356	fellow	n	240554	0.15	0.05	0.42
4241	4350	alike	r	239712	0.27	0.05	0.01
4251	4325	efficiently	r	238800	0.26	0.06	0.01
4261	4048	thou	p	237882	0.11	0.02	0.26
4271	4355	sake	n	237074	0.19	0.05	0.03
4281	4318	democracy	n	236415	0.09	0.04	0.18
4291	4362	nevertheless	r	235753	0.17	0.05	0.63
4301	4399	lend	v	234668	0.22	0.05	0.04
4311	4402	reinforce	v	234150	0.23	0.05	0.05
4321	4448	experiment	v	233442	0.22	0.06	0.03
4331	4375	certify	v	232350	0.2	0.05	0.11
4341	4438	perceive	v	231613	0.17	0.05	0.01
4351	4370	t-shirt	n	231163	0.16	0.05	0.47
4361	4427	motorcycle	n	230009	0.1	0.03	0.18
4371	4508	scary	j	229198	0.2	0.06	0.07
4381	4482	twist	n	228657	0.21	0.05	0.03
4391	4425	proceedings	n	228216	0.11	0.03	0.1
4401	4509	annoying	j	227349	0.18	0.06	0.03
4411	4521	par	n	226438	0.1	0.02	0.02
4421	4533	fork	n	225644	0.13	0.04	0.22
4431	4545	burning	j	225156	0.17	0.05	0.15
4441	4549	dessert	n	224535	0.12	0.05	0.09
4451	4556	narrative	n	223965	0.13	0.05	0.05
4461	4568	mobility	n	223052	0.15	0.05	0.17
4471	4601	exhibit	n	222504	0.13	0.05	0.13
4481	4288	terminate	v	221420	0.15	0.05	0.02
4491	4615	nowhere	r	220625	0.2	0.05	0.12
4501	4621	terrain	n	219558	0.12	0.04	0.09
4511	4462	flesh	n	218636	0.26	0.04	0.06
4521	4579	moderate	j	218193	0.17	0.05	0.1
4531	4645	so-called	j	217591	0.15	0.05	0.02
4541	4642	hobby	n	216927	0.17	0.05	0.13
4551	4626	recommended	j	215470	0.2	0.05	0.17
4561	4692	tap	n	214655	0.16	0.05	0.17
4571	4675	specialized	j	213985	0.2	0.05	0.12
4581	4677	breakdown	n	213457	0.2	0.05	0.09
4591	4651	thorough	j	212682	0.22	0.04	0.03
4601	4730	roster	n	212180	0.09	0.03	0.05
4611	4723	map	v	211126	0.17	0.05	0.11
4621	4740	boyfriend	n	210215	0.11	0.04	0.04
4631	4671	ought	v	209652	0.11	0.03	0.01
4641	4715	discrimination	n	208800	0.11	0.04	0.1
4651	4781	bow	n	208235	0.1	0.04	0.04
4661	4807	scream	v	207547	0.16	0.05	0.06
4671	4801	encounter	n	207040	0.15	0.04	0.09
4681	4787	separation	n	206446	0.15	0.05	0.09
4691	4814	poetry	n	206047	0.1	0.04	0.19
4701	4842	cognitive	j	205620	0.11	0.04	0.14
4711	4750	vinyl	n	205290	0.09	0.04	0.13
4721	4828	sustainability	n	204598	0.13	0.05	0.22
4731	4839	allowance	n	204225	0.1	0.04	0.17
4741	4859	cater	v	203668	0.19	0.04	0.07
4751	4921	vet	n	203171	0.06	0.02	0.15
4761	4885	combat	v	202621	0.18	0.04	0.19
4771	4927	atom	n	201882	0.06	0.03	0.15
4781	4896	clever	j	201124	0.18	0.05	0.08
4791	4933	marathon	n	199937	0.1	0.03	0.4
4801	4843	mail	v	199539	0.18	0.05	0.06
4811	4924	mining	n	198920	0.08	0.03	0.19
4821	4905	correspond	v	198390	0.15	0.04	0.01
4831	4982	deer	n	197649	0.09	0.04	0.23
4841	4941	entertaining	j	196843	0.18	0.04	0.03
4851	5031	drain	n	196265	0.12	0.04	0.04
4861	4990	tender	j	195451	0.12	0.04	0.1
4871	5035	organizational	j	194962	0.14	0.04	0.13
4881	5021	sink	n	194449	0.12	0.04	0.06
4891	4954	stamp	n	194039	0.12	0.04	0.16
4901	4951	forgive	v	193789	0.12	0.04	0.09
4911	4936	eternal	j	193229	0.08	0.03	0.19
4921	5008	spark	n	192539	0.11	0.03	0.34
4931	5012	likewise	r	192106	0.15	0.04	0.56
4941	5071	peaceful	j	191531	0.15	0.04	0.04
4951	5086	frustrating	j	190873	0.19	0.05	0.02
4961	5019	worthy	j	190005	0.17	0.04	0.05
4971	5084	integral	j	189525	0.21	0.03	0.05
4981	5100	trim	v	189250	0.14	0.04	0.13
4991	5132	deficiency	n	188726	0.1	0.04	0.07
5001	5110	southeast	n	188247	0.14	0.04	0.54
5011	5135	detective	n	187561	0.09	0.04	0.39
5021	5164	cop	n	186645	0.09	0.04	0.18
5031	5143	transparency	n	186279	0.14	0.04	0.14
5041	4991	commentary	n	185340	0.12	0.04	0.17
5051	5057	billing	n	184842	0.12	0.04	0.05
5061	5187	comparable	j	184133	0.17	0.04	0.03
5071	5208	landmark	n	183670	0.15	0.04	0.17
5081	5073	alert	v	183325	0.18	0.03	0.13
5091	5240	lean	j	182454	0.11	0.03	0.22
5101	5261	facial	j	182033	0.12	0.04	0.12
5111	5248	desperate	j	181388	0.15	0.04	0.07
5121	5247	wallet	n	180936	0.13	0.03	0.09
5131	5275	thanksgiving	n	180430	0.12	0.04	0.9
5141	5243	cargo	n	179897	0.09	0.03	0.14
5151	5203	center	v	179177	0.19	0.04	0.03
5161	4805	third-party	j	178644	0.14	0.04	0.08
5171	5345	MP	n	178210	0.06	0.03	0.97
5181	5260	caution	n	177048	0.17	0.04	0.19
5191	5351	membrane	n	176522	0.07	0.03	0.03
5201	5325	disconnect	v	176063	0.13	0.04	0.1
5211	5369	sculpture	n	175460	0.1	0.04	0.12
5221	5361	shortage	n	175097	0.15	0.04	0.03
5231	5287	machine	v	174218	0.13	0.04	0.41
5241	4937	connection	i	173751	0.31	0.03	0.01
5251	4943	statistical	j	173317	0.12	0.04	0.15
5261	5342	ours	p	172612	0.42	0.03	0.1
5271	5218	credential	n	172152	0.14	0.04	0.07
5281	5392	intimate	j	171673	0.15	0.04	0.03
5291	5408	token	n	170966	0.08	0.03	0.13
5301	5491	rebound	n	170261	0.05	0.02	0.02
5311	5417	attain	v	169904	0.14	0.03	0.02
5321	5464	trail	v	169461	0.11	0.03	0.27
5331	5460	past	r	168806	0.44	0.03	0.06
5341	5424	listener	n	168434	0.1	0.03	0.06
5351	4748	ye	p	168106	0.11	0.01	0.19
5361	5416	reverse	j	167360	0.14	0.04	0.17
5371	5530	loud	r	166654	0.15	0.04	0.07
5381	5829	offset	v	166120	0.13	0.03	0.03
5391	5438	personalized	j	165306	0.14	0.03	0.14
5401	5558	architectural	j	164823	0.11	0.04	0.15
5411	5553	magnificent	j	164383	0.13	0.04	0.08
5421	5548	recreational	j	163660	0.13	0.04	0.11
5431	5547	smoothly	r	163129	0.19	0.03	0.01
5441	5560	desirable	j	162299	0.16	0.03	0.03
5451	5571	wiring	n	161807	0.07	0.03	0.07
5461	5513	preach	v	161482	0.07	0.02	0.06
5471	5590	resident	j	161096	0.13	0.03	0.28
5481	5630	scratch	v	160770	0.16	0.04	0.07
5491	5683	hydrogen	n	160049	0.06	0.03	0.14
5501	5675	coral	n	159331	0.06	0.03	0.25
5511	5671	pitcher	n	158927	0.05	0.02	0.06
5521	5672	hunger	n	158588	0.12	0.03	0.23
5531	5678	brave	j	158035	0.14	0.03	0.15
5541	5830	gameplay	n	157570	0.05	0.03	0.01
5551	5574	comfort	v	156899	0.14	0.03	0.2
5561	5724	wan	v	156579	0.11	0.04	0.13
5571	5758	scenery	n	156156	0.09	0.03	0.04
5581	5714	appetite	n	155724	0.12	0.03	0.05
5591	5833	linux	n	155199	0.09	0.02	0.86
5601	5717	dryer	n	154648	0.08	0.03	0.11
5611	5749	supermarket	n	154270	0.11	0.03	0.1
5621	5667	assert	v	154045	0.1	0.03	0.02
5631	5695	hesitate	v	153780	0.16	0.03	0.01
5641	5761	reviewer	n	153451	0.08	0.03	0.36
5651	5826	summarize	v	152957	0.15	0.03	0.03
5661	5720	e-book	n	152419	0.08	0.03	0.04
5671	5806	constitutional	j	152082	0.15	0.03	0.21
5681	5847	unveil	v	151783	0.12	0.03	0.04
5691	5858	ash	n	151265	0.1	0.03	0.16
5701	5799	judicial	j	150846	0.07	0.03	0.24
5711	5876	rinse	v	150521	0.09	0.03	0.22
5721	5878	civic	j	149999	0.1	0.03	0.46
5731	5914	berry	n	149304	0.09	0.04	0.08
5741	5918	counter	v	148650	0.13	0.03	0.09
5751	5922	volt	n	148377	0.12	0.03	0.23
5761	5929	bad	r	147912	0.15	0.03	0.03
5771	5940	co-founder	n	147184	0.12	0.03	0.19
5781	5964	pale	j	146915	0.11	0.03	0.13
5791	5953	mandate	n	146472	0.11	0.03	0.06
5801	5951	swallow	v	146311	0.11	0.03	0.04
5811	5852	his/her	a	145878	0.33	0.03	0.01
5821	5980	isolation	n	145556	0.12	0.03	0.09
5831	5941	cartoon	n	145048	0.09	0.03	0.15
5841	5942	nonetheless	r	144632	0.14	0.03	0.44
5851	6024	panic	n	144265	0.11	0.03	0.15
5861	6039	wrestling	n	143784	0.05	0.02	0.26
5871	6045	novel	j	143234	0.11	0.03	0.06
5881	6065	tweak	v	142619	0.13	0.03	0.04
5891	5984	vocabulary	n	142125	0.08	0.03	0.11
5901	6072	concrete	n	141872	0.09	0.02	0.09
5911	6061	naval	j	141518	0.07	0.02	0.5
5921	5854	checkout	n	140806	0.1	0.03	0.09
5931	6100	clan	n	140346	0.06	0.02	0.35
5941	6132	unclear	j	140144	0.12	0.03	0.01
5951	6007	tee	n	139586	0.07	0.02	0.18
5961	6151	scenic	j	139191	0.08	0.03	0.19
5971	6124	compartment	n	138770	0.09	0.03	0.03
5981	6056	disciple	n	138345	0.04	0.02	0.07
5991	6116	thread	v	137952	0.11	0.03	0.15
6001	6236	agile	j	137407	0.06	0.02	0.4
6011	6184	groove	n	137058	0.09	0.03	0.13
6021	6113	PO	n	136642	0.08	0.02	0.9
6031	6229	hate	n	136351	0.1	0.03	0.1
6041	6206	compute	v	136016	0.07	0.03	0.11
6051	6243	laugh	n	135868	0.12	0.03	0.08
6061	6128	professionally	r	135413	0.15	0.02	0.05
6071	6263	tour	v	134872	0.11	0.03	0.1
6081	6225	geometry	n	134396	0.08	0.03	0.16
6091	6235	pillar	n	134179	0.1	0.03	0.21
6101	6275	culinary	j	133774	0.09	0.03	0.22
6111	6312	cult	n	133295	0.08	0.03	0.16
6121	6289	traction	n	133026	0.09	0.03	0.09
6131	6239	warfare	n	132838	0.07	0.03	0.35
6141	6346	hybrid	n	132466	0.09	0.02	0.14
6151	6356	fatty	j	131998	0.06	0.03	0.06
6161	6354	speculation	n	131627	0.1	0.03	0.06
6171	6352	syrup	n	131389	0.07	0.03	0.06
6181	5664	inappropriate	j	130799	0.12	0.02	0.04
6191	6396	flu	n	130519	0.07	0.03	0.11
6201	6314	machinery	n	130150	0.1	0.03	0.1
6211	6357	spare	v	129826	0.13	0.02	0.05
6221	6603	idle	j	129376	0.07	0.02	0.12
6231	6409	distraction	n	128976	0.13	0.03	0.05
6241	6345	flooring	n	128545	0.05	0.02	0.11
6251	6436	discomfort	n	128184	0.24	0.03	0.02
6261	6465	gear	v	127886	0.15	0.02	0.05
6271	6454	ant	n	127643	0.06	0.02	0.27
6281	6443	Catholic	n	127208	0.05	0.02	0.99
6291	6459	cowboy	n	126864	0.07	0.02	0.62
6301	6095	VAT	n	126659	0.05	0.02	0.88
6311	6449	decorative	j	126202	0.09	0.03	0.1
6321	6548	sequel	n	125903	0.06	0.02	0.05
6331	6466	neighbourhood	n	125585	0.06	0.02	0.1
6341	6506	checklist	n	125321	0.11	0.03	0.24
6351	6445	cleanse	v	124987	0.07	0.03	0.16
6361	6518	tick	n	124631	0.07	0.02	0.1
6371	6554	sense	v	124271	0.12	0.02	0.07
6381	6536	open	r	123892	0.4	0.02	0.04
6391	6624	macro	n	123582	0.04	0.02	0.18
6401	6596	rain	v	123381	0.12	0.03	0.07
6411	6598	sanctuary	n	123132	0.08	0.03	0.32
6421	6626	superintendent	n	122671	0.07	0.03	0.55
6431	6471	blessed	j	122226	0.05	0.02	0.49
6441	6714	sophomore	n	121784	0.07	0.03	0.08
6451	6635	world-class	j	121550	0.12	0.03	0.04
6461	6679	albeit	c	121200	0.31	0.03	0.03
6471	6623	messaging	n	120812	0.09	0.03	0.12
6481	6549	securely	r	120477	0.13	0.02	0.03
6491	6699	syntax	n	120079	0.05	0.02	0.14
6501	6615	linen	n	119719	0.07	0.02	0.15
6511	6420	exclusion	n	119318	0.09	0.02	0.16
6521	6333	endorsement	n	118886	0.09	0.02	0.1
6531	6730	yacht	n	118389	0.04	0.02	0.32
6541	6727	circulate	v	118132	0.11	0.02	0.02
6551	6788	vampire	n	117644	0.05	0.02	0.34
6561	6751	light	i	117246	0.29	0.02	0.01
6571	6439	indirect	j	116929	0.09	0.02	0.11
6581	6818	Viking	n	116539	0.15	0.02	0.96
6591	6839	telescope	n	116265	0.04	0.01	0.22
6601	6849	municipality	n	115974	0.06	0.02	0.14
6611	6859	transplant	n	115795	0.05	0.02	0.11
6621	6812	martial	j	115653	0.06	0.02	0.23
6631	6789	goddess	n	115321	0.06	0.02	0.34
6641	6860	bond	v	114986	0.1	0.02	0.08
6651	6858	cereal	n	114802	0.08	0.03	0.1
6661	6524	racism	n	114532	0.06	0.02	0.09
6671	6847	cigar	n	114396	0.03	0.01	0.14
6681	6896	mitigate	v	114002	0.11	0.02	0.02
6691	6833	continental	j	113674	0.25	0.02	0.44
6701	6911	abundant	j	113356	0.1	0.02	0.04
6711	6856	philosopher	n	113009	0.05	0.02	0.14
6721	6927	water	v	112761	0.09	0.02	0.08
6731	6907	rob	v	112419	0.1	0.02	0.1
6741	6948	fried	j	112178	0.08	0.03	0.18
6751	6718	purchaser	n	111860	0.06	0.02	0.19
6761	6915	necklace	n	111314	0.06	0.02	0.15
6771	7041	scar	n	110873	0.07	0.02	0.03
6781	6990	hail	v	110595	0.11	0.02	0.2
6791	5301	participating	j	110386	0.1	0.02	0.12
6801	6988	he/she	p	110096	0.28	0.02	0.12
6811	7000	unhappy	j	109824	0.11	0.02	0.04
6821	6965	inhabitant	n	109460	0.07	0.02	0.02
6831	7037	exceptionally	r	109192	0.12	0.02	0.03
6841	6959	covered	j	108925	0.07	0.02	0.14
6851	7065	ignorance	n	108667	0.08	0.02	0.08
6861	7099	drainage	n	108271	0.07	0.03	0.08
6871	7038	eclipse	n	107972	0.04	0.02	0.45
6881	7018	communist	j	107832	0.05	0.02	0.61
6891	7052	sterling	n	107493	0.06	0.02	0.62
6901	7104	flip	n	107215	0.1	0.02	0.18
6911	7112	caregiver	n	106919	0.06	0.02	0.08
6921	7135	march	n	106613	0.07	0.02	0.21
6931	7178	scalp	n	106333	0.04	0.02	0.06
6941	7156	amazed	j	106182	0.12	0.02	0.03
6951	7123	surrender	v	105979	0.08	0.02	0.05
6961	7143	amateur	j	105833	0.08	0.02	0.2
6971	7062	cooperate	v	105720	0.09	0.02	0.03
6981	7162	embody	v	105232	0.1	0.02	0.03
6991	7193	surpass	v	104924	0.11	0.02	0.01
7001	7216	modeling	n	104758	0.07	0.02	0.15
7011	7229	empty	v	104477	0.1	0.02	0.06
7021	7239	curl	n	104165	0.05	0.02	0.17
7031	7244	inclined	j	103805	0.11	0.02	0.01
7041	7240	routinely	r	103659	0.1	0.02	0.02
7051	6931	invalid	j	103414	0.06	0.02	0.32
7061	7248	skinny	j	103173	0.21	0.02	0.19
7071	7314	bout	n	102964	0.08	0.02	0.04
7081	7202	daylight	n	102608	0.09	0.02	0.17
7091	7255	bomber	n	102303	0.05	0.02	0.28
7101	7288	gown	n	101972	0.05	0.02	0.07
7111	7312	rectangle	n	101694	0.06	0.02	0.1
7121	7388	fungus	n	101407	0.05	0.02	0.07
7131	7302	philosophical	j	101217	0.06	0.02	0.09
7141	7387	plea	n	100942	0.07	0.02	0.09
7151	7343	crate	n	100645	0.05	0.02	0.17
7161	7374	pal	n	100428	0.07	0.02	0.39
7171	7376	extraction	n	100225	0.07	0.02	0.09
7181	7432	intern	n	99958	0.07	0.02	0.18
7191	7426	politically	r	99611	0.07	0.02	0.06
7201	7409	woodland	n	99402	0.06	0.02	0.28
7211	7464	poke	v	99268	0.1	0.02	0.07
7221	7412	vivid	j	99049	0.09	0.02	0.13
7231	7475	litre	n	98713	0.11	0.02	0.06
7241	7496	falcon	n	98493	0.05	0.02	0.87
7251	7569	burst	n	98200	0.09	0.02	0.07
7261	7352	catalogue	n	97889	0.07	0.02	0.14
7271	7465	playlist	n	97412	0.05	0.02	0.11
7281	7479	scarf	n	97340	0.06	0.02	0.12
7291	7404	quarterly	j	97185	0.08	0.02	0.15
7301	7508	reverse	n	96957	0.08	0.02	0.08
7311	7538	fucking	j	96635	0.04	0.02	0.09
7321	7549	welcoming	j	96270	0.09	0.02	0.02
7331	7611	DNS	n	95967	0.06	0.02	1
7341	7566	inferior	j	95742	0.07	0.02	0.03
7351	7550	cost-effective	j	95443	0.1	0.02	0.02
7361	7506	aboard	i	95217	0.19	0.02	0.04
7371	7620	brew	v	94904	0.06	0.01	0.12
7381	7625	amazingly	r	94701	0.11	0.01	0.19
7391	7586	sickness	n	94516	0.07	0.02	0.07
7401	7637	massage	v	94396	0.06	0.02	0.25
7411	7553	sympathy	n	94251	0.07	0.02	0.07
7421	7619	near	v	94019	0.34	0.01	0.04
7431	7682	reluctant	j	93820	0.1	0.02	0.03
7441	7738	ground	v	93610	0.09	0.02	0.05
7451	7699	pose	n	93390	0.05	0.02	0.09
7461	7713	unified	j	93154	0.08	0.02	0.4
7471	7702	novice	n	92944	0.09	0.02	0.16
7481	7760	buildup	n	92694	0.08	0.02	0.01
7491	7763	parasite	n	92453	0.05	0.02	0.08
7501	7756	stage	v	92233	0.08	0.02	0.06
7511	7726	idol	n	92030	0.05	0.02	0.3
7521	7759	revival	n	91853	0.07	0.02	0.26
7531	7758	batter	n	91728	0.04	0.02	0.03
7541	7803	youngster	n	91587	0.06	0.02	0.04
7551	7233	don	v	91331	0.07	0.01	0.13
7561	7813	all-star	j	91139	0.04	0.02	0.73
7571	7561	derivative	n	90908	0.05	0.02	0.08
7581	7848	contender	n	90711	0.07	0.02	0.06
7591	7868	chick	n	90425	0.05	0.02	0.1
7601	7846	hopeful	j	90121	0.09	0.01	0.03
7611	7823	unbelievable	j	89960	0.09	0.01	0.11
7621	7811	capitalism	n	89789	0.03	0.01	0.15
7631	7826	firing	n	89576	0.06	0.02	0.04
7641	7874	fines	n	89387	0.07	0.02	0.05
7651	7729	tracker	n	89124	0.05	0.02	0.1
7661	7705	golfer	n	88896	0.04	0.01	0.1
7671	7746	plc	n	88658	0.04	0.01	0.66
7681	7944	steroids	n	88497	0.04	0.01	0.07
7691	7861	excess	i	88295	0.27	0.01	0
7701	7941	notorious	j	88163	0.09	0.01	0.1
7711	7704	governmental	j	87942	0.07	0.02	0.09
7721	7984	evolutionary	j	87754	0.05	0.02	0.1
7731	8271	buy	n	87420	0.06	0.01	0.04
7741	7952	leap	v	87193	0.07	0.02	0.08
7751	8001	prevalent	j	87039	0.09	0.01	0.01
7761	7905	whereby	r	86855	0.07	0.01	0.01
7771	7970	mama	n	86731	0.06	0.02	0.58
7781	7955	disciplinary	j	86598	0.06	0.02	0.14
7791	7938	snap	j	86366	0.07	0.02	0.29
7801	8020	tilt	v	86099	0.08	0.02	0.1
7811	8045	urge	n	85898	0.08	0.02	0.02
7821	8089	chore	n	85655	0.08	0.02	0.03
7831	8099	sip	n	85390	0.06	0.01	0.36
7841	8121	psi	n	85154	0.04	0.02	0.45
7851	8132	pup	n	84897	0.03	0.01	0.08
7861	8130	trout	n	84701	0.04	0.01	0.28
7871	8081	protester	n	84578	0.04	0.02	0.12
7881	8108	paradigm	n	84314	0.07	0.02	0.12
7891	8148	skeptical	j	84197	0.09	0.01	0.03
7901	8093	consolidation	n	84043	0.06	0.02	0.15
7911	8146	generating	j	83914	0.08	0.01	0.1
7921	8230	ambient	j	83711	0.07	0.02	0.1
7931	8207	subdivision	n	83545	0.04	0.01	0.14
7941	8172	inhabit	v	83349	0.07	0.02	0.01
7951	8224	evoke	v	83147	0.08	0.02	0.04
7961	8244	haunt	v	83067	0.07	0.02	0.04
7971	8225	aggression	n	82861	0.06	0.02	0.07
7981	8267	concede	v	82767	0.05	0.02	0.01
7991	8313	customizable	j	82618	0.08	0.01	0.06
8001	8287	muscular	j	82433	0.06	0.02	0.09
8011	8229	saver	n	82326	0.07	0.02	0.34
8021	8276	mini	n	82196	0.05	0.01	0.19
8031	8100	scramble	v	81960	0.08	0.01	0.03
8041	8080	reputable	j	81740	0.08	0.01	0.03
8051	8319	intentional	j	81474	0.08	0.01	0.06
8061	8365	midfielder	n	81249	0.02	0.01	0.07
8071	8210	packing	n	81034	0.06	0.01	0.13
8081	8351	contraction	n	80875	0.05	0.02	0.04
8091	8340	regimen	n	80678	0.05	0.02	0.03
8101	8370	defined	j	80465	0.07	0.01	0.07
8111	8391	stride	n	80302	0.07	0.01	0.07
8121	8396	nap	n	80057	0.06	0.02	0.13
8131	8269	special	n	79886	0.06	0.01	0.17
8141	8416	freeze	n	79716	0.07	0.02	0.2
8151	8264	reign	v	79543	0.05	0.01	0.22
8161	8483	caliber	n	79358	0.04	0.01	0.05
8171	8448	feasible	j	79118	0.08	0.01	0.01
8181	8438	manifestation	n	78973	0.05	0.02	0.06
8191	8491	courtyard	n	78882	0.06	0.02	0.18
8201	8489	two-thirds	m	78671	0.22	0.01	0.08
8211	8445	interface	v	78521	0.07	0.02	0.15
8221	8486	rout	v	78392	0.06	0.02	0.09
8231	8501	entitlement	n	78221	0.05	0.02	0.09
8241	8520	outpatient	n	77974	0.04	0.02	0.15
8251	8558	spit	v	77858	0.08	0.02	0.06
8261	8518	ulcer	n	77643	0.03	0.01	0.05
8271	8502	compassionate	j	77500	0.07	0.02	0.09
8281	8555	dysfunction	n	77275	0.04	0.02	0.06
8291	8607	coloured	j	77116	0.07	0.02	0.06
8301	8455	step-by-step	j	76934	0.08	0.01	0
8311	8561	broth	n	76766	0.04	0.02	0.07
8321	8566	bounce	n	76632	0.06	0.02	0.13
8331	8586	conserve	v	76494	0.07	0.01	0.05
8341	8556	afterward	r	76265	0.07	0.01	0.18
8351	8658	genome	n	76021	0.02	0.01	0.14
8361	8735	bound	n	75807	0.06	0.01	0.06
8371	8719	adolescent	n	75652	0.05	0.02	0.09
8381	8765	tweak	n	75475	0.06	0.01	0.08
8391	8645	boarding	n	75344	0.05	0.01	0.1
8401	8612	cupcake	n	75136	0.04	0.01	0.05
8411	8623	forehead	n	74984	0.06	0.02	0.02
8421	8703	peer	v	74884	0.07	0.01	0.2
8431	8690	flock	n	74656	0.04	0.01	0.06
8441	8757	shrine	n	74378	0.04	0.02	0.34
8451	8716	vocational	j	74304	0.05	0.02	0.25
8461	8712	turnaround	n	74190	0.07	0.01	0.09
8471	8871	buff	n	74025	0.04	0.01	0.02
8481	8744	lunar	j	73844	0.03	0.01	0.38
8491	8741	cookbook	n	73692	0.04	0.01	0.15
8501	8696	paddle	n	73378	0.04	0.01	0.13
8511	8785	recall	n	73220	0.05	0.01	0.08
8521	8817	tease	v	73122	0.06	0.01	0.04
8531	8733	substitution	n	72785	0.06	0.01	0.11
8541	8844	bat	v	72650	0.04	0.01	0.07
8551	8787	fashionable	j	72460	0.07	0.01	0.04
8561	8663	righteous	j	72364	0.03	0.01	0.07
8571	8809	velvet	n	72255	0.05	0.02	0.39
8581	8862	crush	n	72125	0.06	0.01	0.3
8591	8823	good-bye	n	72064	0.07	0.01	0.09
8601	8856	inventor	n	71954	0.06	0.01	0.12
8611	8879	avatar	n	71791	0.05	0.01	0.29
8621	8943	admittedly	r	71684	0.08	0.01	0.38
8631	8965	chlorine	n	71496	0.03	0.01	0.13
8641	8934	outsider	n	71376	0.06	0.01	0.13
8651	8791	clarification	n	71191	0.08	0.01	0.09
8661	8971	frustrated	j	71072	0.08	0.01	0.06
8671	8964	flashlight	n	71002	0.04	0.01	0.09
8681	8901	inactive	j	70863	0.06	0.01	0.13
8691	8950	comprehend	v	70684	0.06	0.01	0
8701	9009	pint	n	70509	0.16	0.01	0.1
8711	8978	diving	n	70394	0.04	0.01	0.25
8721	8841	inconvenience	n	70266	0.07	0.01	0.01
8731	9049	grad	n	70036	0.05	0.01	0.05
8741	9058	reminiscent	j	69912	0.07	0.01	0.04
8751	9083	beetle	n	69807	0.03	0.01	0.33
8761	9127	whisky	n	69647	0.02	0.01	0.24
8771	8990	quota	n	69580	0.04	0.02	0.09
8781	9035	loaf	n	69427	0.04	0.01	0.11
8791	9102	resonance	n	69301	0.05	0.02	0.13
8801	8991	sow	v	69199	0.03	0.01	0.16
8811	9053	kiwi	n	69082	0.03	0.01	0.74
8821	9121	relay	v	68980	0.06	0.01	0.17
8831	9133	repeal	v	68771	0.04	0.01	0.11
8841	9132	alright	r	68685	0.06	0.01	0.63
8851	9152	vicious	j	68583	0.07	0.01	0.08
8861	7320	moderator	n	68462	0.05	0.01	0.3
8871	9055	kindly	r	68384	0.07	0.01	0.12
8881	8928	rejoice	v	68306	0.04	0.01	0.11
8891	8886	finder	n	68042	0.04	0.01	0.48
8901	9080	thirteen	m	67903	0.24	0.01	0.23
8911	9248	lava	n	67751	0.04	0.01	0.21
8921	9201	finely	r	67545	0.06	0.01	0.06
8931	9259	sweet	n	67420	0.07	0.01	0.15
8941	9363	urinary	j	67354	0.03	0.01	0.1
8951	9206	skillet	n	67220	0.03	0.01	0.05
